지점,지점명,일시,최고기온(°C),최대 순간 풍속(m/s)
127,충주,2021-12-31,-1.9,8.1
129,서산,2021-01-01,-1,2.4
129,서산,2021-01-02,.2,7.7
129,서산,2021-01-03,0,4.9
129,서산,2021-01-04,1.7,6.2
129,서산,2021-01-05,-.5,8.6
129,서산,2021-01-06,-1.5,14.2
129,서산,2021-01-07,-6.7,12.4
129,서산,2021-01-08,-10.1,6.1
129,서산,2021-01-09,-7.5,3.8
129,서산,2021-01-10,-2.9,3.9
129,서산,2021-01-11,-2.3,2.7
129,서산,2021-01-12,2.4,7.3
129,서산,2021-01-13,7.4,7.4
129,서산,2021-01-14,8.5,4.4
129,서산,2021-01-15,9.8,8.8
129,서산,2021-01-16,.2,8.6
129,서산,2021-01-17,.1,6.7
129,서산,2021-01-18,5.4,11.6
129,서산,2021-01-19,-.3,5.7
129,서산,2021-01-20,8.4,4.8
129,서산,2021-01-21,8,3.2
129,서산,2021-01-22,7.2,4.5
129,서산,2021-01-23,11.5,6.8
129,서산,2021-01-24,13.3,6.6
129,서산,2021-01-25,13.6,5.1
129,서산,2021-01-26,7,7.7
129,서산,2021-01-27,5.8,6.3
129,서산,2021-01-28,2.6,14.7
129,서산,2021-01-29,-2.6,10
129,서산,2021-01-30,7.8,8.5
129,서산,2021-01-31,11.1,8.5
129,서산,2021-02-01,8.9,9.6
129,서산,2021-02-02,-1,10
129,서산,2021-02-03,2,7.1
129,서산,2021-02-04,2.3,9.4
129,서산,2021-02-05,5.6,7.5
129,서산,2021-02-06,8.7,6.8
129,서산,2021-02-07,7,9.3
129,서산,2021-02-08,.3,10.1
129,서산,2021-02-09,5.5,5.7
129,서산,2021-02-10,7.1,5
129,서산,2021-02-11,11.7,4.4
129,서산,2021-02-12,14.9,5.6
129,서산,2021-02-13,16.5,5
129,서산,2021-02-14,12.5,3.7
129,서산,2021-02-15,5.7,13.1
129,서산,2021-02-16,.6,10.7
129,서산,2021-02-17,-4.3,11.8
129,서산,2021-02-18,.5,12.4
129,서산,2021-02-19,7.9,10.2
129,서산,2021-02-20,15.7,8.1
129,서산,2021-02-21,16.7,9.2
129,서산,2021-02-22,10.2,8.6
129,서산,2021-02-23,2.9,8.6
129,서산,2021-02-24,8.4,5.6
129,서산,2021-02-25,7.7,5
129,서산,2021-02-26,15.9,8.5
129,서산,2021-02-27,15.5,8.3
129,서산,2021-02-28,12.7,6.2
129,서산,2021-03-01,8.7,8.6
129,서산,2021-03-02,7.1,7.4
129,서산,2021-03-03,8.5,4.9
129,서산,2021-03-04,13.3,4.4
129,서산,2021-03-05,15.6,5.6
129,서산,2021-03-06,13.4,7.8
129,서산,2021-03-07,11.8,6.4
129,서산,2021-03-08,13.8,6.6
129,서산,2021-03-09,12.1,6.9
129,서산,2021-03-10,17.5,6
129,서산,2021-03-11,17.4,6.3
129,서산,2021-03-12,12.8,6.6
129,서산,2021-03-13,15.6,6.5
129,서산,2021-03-14,14.5,5.6
129,서산,2021-03-15,16,7.9
129,서산,2021-03-16,10.6,8.4
129,서산,2021-03-17,16,6.7
129,서산,2021-03-18,18.2,6.1
129,서산,2021-03-19,19,5.6
129,서산,2021-03-20,10.1,6.5
129,서산,2021-03-21,9.5,12
129,서산,2021-03-22,11.9,9.6
129,서산,2021-03-23,14.8,9.1
129,서산,2021-03-24,15.9,8.9
129,서산,2021-03-25,18.2,5.4
129,서산,2021-03-26,20.9,3
129,서산,2021-03-27,15.6,7.6
129,서산,2021-03-28,11.1,8.9
129,서산,2021-03-29,15.4,7.6
129,서산,2021-03-30,18.1,6.5
129,서산,2021-03-31,23.4,6
129,서산,2021-04-01,23.2,9.3
129,서산,2021-04-02,22.1,8
129,서산,2021-04-03,17.5,5.1
129,서산,2021-04-04,16,8.2
129,서산,2021-04-05,18.2,6.7
129,서산,2021-04-06,19,7.3
129,서산,2021-04-07,20.9,10.1
129,서산,2021-04-08,16.7,8.3
129,서산,2021-04-09,20,8.2
129,서산,2021-04-10,17.9,6.7
129,서산,2021-04-11,21.9,6.8
129,서산,2021-04-12,17.6,9.6
129,서산,2021-04-13,12.8,10.5
129,서산,2021-04-14,14.9,8.3
129,서산,2021-04-15,17.5,5.4
129,서산,2021-04-16,15.5,8.3
129,서산,2021-04-17,15.2,10.6
129,서산,2021-04-18,15.1,9.5
129,서산,2021-04-19,17.8,6.9
129,서산,2021-04-20,22.4,6.7
129,서산,2021-04-21,28.1,7.3
129,서산,2021-04-22,26.9,7.2
129,서산,2021-04-23,23.2,9.5
129,서산,2021-04-24,22.3,8.1
129,서산,2021-04-25,25.2,7.6
129,서산,2021-04-26,20.1,6.5
129,서산,2021-04-27,19.5,7.8
129,서산,2021-04-28,18,8
129,서산,2021-04-29,19.7,7.5
129,서산,2021-04-30,12.7,10.6
129,서산,2021-05-01,14,9.7
129,서산,2021-05-02,18.3,8.8
129,서산,2021-05-03,19.1,5.7
129,서산,2021-05-04,20.1,9.8
129,서산,2021-05-05,19.2,9.1
129,서산,2021-05-06,20.5,8.9
129,서산,2021-05-07,17.4,11
129,서산,2021-05-08,19.3,10.6
129,서산,2021-05-09,22.5,8.8
129,서산,2021-05-10,15.5,5.9
129,서산,2021-05-11,23.6,7.5
129,서산,2021-05-12,27.2,5.7
129,서산,2021-05-13,28.6,6.7
129,서산,2021-05-14,30,6.3
129,서산,2021-05-15,24.9,6.6
129,서산,2021-05-16,20.2,7.3
129,서산,2021-05-17,17.8,5.3
129,서산,2021-05-18,23.8,6.1
129,서산,2021-05-19,26.7,4.8
129,서산,2021-05-20,21.9,10.3
129,서산,2021-05-21,16.1,6.7
129,서산,2021-05-22,24.8,6.4
129,서산,2021-05-23,25,4.4
129,서산,2021-05-24,24.7,5.9
129,서산,2021-05-25,20.4,10.5
129,서산,2021-05-26,22.6,10.7
129,서산,2021-05-27,19.9,8.9
129,서산,2021-05-28,21.9,9.1
129,서산,2021-05-29,23.1,6.4
129,서산,2021-05-30,26.7,9
129,서산,2021-05-31,24,5.8
129,서산,2021-06-01,25.8,5.9
129,서산,2021-06-02,29.2,6.5
129,서산,2021-06-03,22.1,9.8
129,서산,2021-06-04,23,7.3
129,서산,2021-06-05,23.6,7.7
129,서산,2021-06-06,24.4,7.7
129,서산,2021-06-07,26.7,6.3
129,서산,2021-06-08,27.8,5.4
129,서산,2021-06-09,32.2,6.5
129,서산,2021-06-10,30.2,10
129,서산,2021-06-11,26.3,10.2
129,서산,2021-06-12,29.2,6.7
129,서산,2021-06-13,29,5.4
129,서산,2021-06-14,27.2,5.3
129,서산,2021-06-15,24.8,6.3
129,서산,2021-06-16,29.6,8.8
129,서산,2021-06-17,24.8,6.5
129,서산,2021-06-18,21.7,6.3
129,서산,2021-06-19,26,5.4
129,서산,2021-06-20,27,8.8
129,서산,2021-06-21,29.4,5.4
129,서산,2021-06-22,27.8,6.1
129,서산,2021-06-23,25.3,5.8
129,서산,2021-06-24,26.6,4.8
129,서산,2021-06-25,28.3,5.1
129,서산,2021-06-26,28,5.2
129,서산,2021-06-27,30.5,5.7
129,서산,2021-06-28,28.5,3.8
129,서산,2021-06-29,28.7,6.4
129,서산,2021-06-30,30.3,5.2
129,서산,2021-07-01,32.3,6.1
129,서산,2021-07-02,32.4,6.3
129,서산,2021-07-03,27.5,8.1
129,서산,2021-07-04,24,10.7
129,서산,2021-07-05,25.6,5.5
129,서산,2021-07-06,27.6,5
129,서산,2021-07-07,26.9,4.8
129,서산,2021-07-08,28.7,6
129,서산,2021-07-09,29.2,5.2
129,서산,2021-07-10,28.6,7.3
129,서산,2021-07-11,27.7,6.2
129,서산,2021-07-12,32.5,6.3
129,서산,2021-07-13,31.8,6.7
129,서산,2021-07-14,32.5,8.8
129,서산,2021-07-15,32.8,6.6
129,서산,2021-07-16,33.6,6.3
129,서산,2021-07-17,32.8,6.5
129,서산,2021-07-18,32.9,7
129,서산,2021-07-19,31.9,5.8
129,서산,2021-07-20,34.1,4.2
129,서산,2021-07-21,35.6,6
129,서산,2021-07-22,35.2,5.1
129,서산,2021-07-23,35.7,5
129,서산,2021-07-24,35.7,5.5
129,서산,2021-07-25,34.7,5.8
129,서산,2021-07-26,34.9,4.9
129,서산,2021-07-27,35.8,5
129,서산,2021-07-28,34.1,5.2
129,서산,2021-07-29,34.2,5.3
129,서산,2021-07-30,33.6,7.2
129,서산,2021-07-31,33.3,5.8
129,서산,2021-08-01,27.8,4.7
129,서산,2021-08-02,29.3,4.6
129,서산,2021-08-03,32.1,5.9
129,서산,2021-08-04,32.7,6.9
129,서산,2021-08-05,34.5,4.9
129,서산,2021-08-06,34.3,9.6
129,서산,2021-08-07,31.7,5.7
129,서산,2021-08-08,33.4,6.7
129,서산,2021-08-09,33.9,6.2
129,서산,2021-08-10,32.2,5.9
129,서산,2021-08-11,32.8,6.6
129,서산,2021-08-12,33.1,6
129,서산,2021-08-13,29.9,4.8
129,서산,2021-08-14,30.6,6.2
129,서산,2021-08-15,33.5,5.8
129,서산,2021-08-16,31.8,6
129,서산,2021-08-17,31.8,7.2
129,서산,2021-08-18,31.1,8.1
129,서산,2021-08-19,31,6.9
129,서산,2021-08-20,31.1,6
129,서산,2021-08-21,27.8,15
129,서산,2021-08-22,29.8,5.4
129,서산,2021-08-23,23.6,7.9
129,서산,2021-08-24,27.4,9.3
129,서산,2021-08-25,27.2,5.6
129,서산,2021-08-26,26.5,6.1
129,서산,2021-08-27,25,8.3
129,서산,2021-08-28,26.8,2.6
129,서산,2021-08-29,27.3,5.8
129,서산,2021-08-30,26.2,2.4
129,서산,2021-08-31,25.4,7.4
129,서산,2021-09-01,24.6,10.1
129,서산,2021-09-02,29,6.1
129,서산,2021-09-03,29.3,5.5
129,서산,2021-09-04,28.3,6.5
129,서산,2021-09-05,24.1,6.8
129,서산,2021-09-06,23,8.8
129,서산,2021-09-07,25.4,7.8
129,서산,2021-09-08,27.3,6.1
129,서산,2021-09-09,28.3,3.9
129,서산,2021-09-10,28.2,6.5
129,서산,2021-09-11,29.5,4.8
129,서산,2021-09-12,29.9,5.1
129,서산,2021-09-13,29.8,5.5
129,서산,2021-09-14,27.2,7.7
129,서산,2021-09-15,29.4,9.6
129,서산,2021-09-16,27.6,7
129,서산,2021-09-17,25.7,8.9
129,서산,2021-09-18,28.9,5.4
129,서산,2021-09-19,28.3,4.8
129,서산,2021-09-20,28.9,6.9
129,서산,2021-09-21,26.9,7.5
129,서산,2021-09-22,26.8,11.1
129,서산,2021-09-23,25.9,8.5
129,서산,2021-09-24,26.6,5.7
129,서산,2021-09-25,22.9,5.7
129,서산,2021-09-26,25.7,5.3
129,서산,2021-09-27,26.6,4.3
129,서산,2021-09-28,23.8,4.2
129,서산,2021-09-29,22.5,7.4
129,서산,2021-09-30,26.8,5.2
129,서산,2021-10-01,28.1,14.1
129,서산,2021-10-02,27.1,4
129,서산,2021-10-03,27.8,6.9
129,서산,2021-10-04,27.1,10.5
129,서산,2021-10-05,27.3,7.3
129,서산,2021-10-06,27.8,4.6
129,서산,2021-10-07,23.1,6.1
129,서산,2021-10-08,22,4.1
129,서산,2021-10-09,28.2,5.4
129,서산,2021-10-10,27,6.9
129,서산,2021-10-11,20.2,6
129,서산,2021-10-12,18.4,7.6
129,서산,2021-10-13,25.6,5.8
129,서산,2021-10-14,25.2,5
129,서산,2021-10-15,21.1,7.3
129,서산,2021-10-16,17.7,9.7
129,서산,2021-10-17,11.5,7
129,서산,2021-10-18,17.4,5.5
129,서산,2021-10-19,16.2,9.3
129,서산,2021-10-20,16.6,5.4
129,서산,2021-10-21,16.6,4.9
129,서산,2021-10-22,17.1,6.8
129,서산,2021-10-23,19.6,6.4
129,서산,2021-10-24,19.3,5.4
129,서산,2021-10-25,18.4,4.9
129,서산,2021-10-26,19.8,4.5
129,서산,2021-10-27,18.5,8.3
129,서산,2021-10-28,19.5,6
129,서산,2021-10-29,22.2,7.6
129,서산,2021-10-30,20.3,5.3
129,서산,2021-10-31,20.2,5.2
129,서산,2021-11-01,17.9,7.4
129,서산,2021-11-02,16.6,6.2
129,서산,2021-11-03,17.5,5.4
129,서산,2021-11-04,18.9,5.8
129,서산,2021-11-05,19.9,5.3
129,서산,2021-11-06,20.4,5.6
129,서산,2021-11-07,22.1,7.8
129,서산,2021-11-08,16.4,10
129,서산,2021-11-09,10.1,11.5
129,서산,2021-11-10,9,10.5
129,서산,2021-11-11,12.2,11.3
129,서산,2021-11-12,10.2,8.5
129,서산,2021-11-13,15.1,7.1
129,서산,2021-11-14,17,6.6
129,서산,2021-11-15,16.6,4.5
129,서산,2021-11-16,14.4,5.5
129,서산,2021-11-17,14.5,5
129,서산,2021-11-18,17.2,8.5
129,서산,2021-11-19,17.8,5.6
129,서산,2021-11-20,16.8,3.4
129,서산,2021-11-21,14.7,12
129,서산,2021-11-22,8.3,11.7
129,서산,2021-11-23,4.9,8.2
129,서산,2021-11-24,11.7,8.2
129,서산,2021-11-25,13.1,8.7
129,서산,2021-11-26,10.8,4.4
129,서산,2021-11-27,9.7,4
129,서산,2021-11-28,11.7,3.6
129,서산,2021-11-29,14.8,3.8
129,서산,2021-11-30,10.6,14.5
129,서산,2021-12-01,3.6,12.9
129,서산,2021-12-02,8.8,7.1
129,서산,2021-12-03,8.8,9.3
129,서산,2021-12-04,7.4,5.5
129,서산,2021-12-05,9.7,4.3
129,서산,2021-12-06,12.3,3.9
129,서산,2021-12-07,11.8,4.7
129,서산,2021-12-08,13.5,4.2
129,서산,2021-12-09,12.4,4.1
129,서산,2021-12-10,12.6,7.4
129,서산,2021-12-11,10.6,6.7
129,서산,2021-12-12,6.9,10.3
129,서산,2021-12-13,3,7.3
129,서산,2021-12-14,8.4,6
129,서산,2021-12-15,11.5,5.6
129,서산,2021-12-16,11.6,9.8
129,서산,2021-12-17,5.2,13.5
129,서산,2021-12-18,2.6,7.8
129,서산,2021-12-19,6.3,12.7
129,서산,2021-12-20,11.8,9.9
129,서산,2021-12-21,11.5,7.8
129,서산,2021-12-22,8.8,4.4
129,서산,2021-12-23,10.4,4.5
129,서산,2021-12-24,3.6,10.7
129,서산,2021-12-25,-4.2,12.8
129,서산,2021-12-26,-5.2,8.7
129,서산,2021-12-27,-.6,6.7
129,서산,2021-12-28,4.5,2.8
129,서산,2021-12-29,7.4,11
129,서산,2021-12-30,1.2,11.5
129,서산,2021-12-31,-2.3,10.5
130,울진,2021-01-01,4.5,7.1
130,울진,2021-01-02,4,7.4
130,울진,2021-01-03,3.8,11.1
130,울진,2021-01-04,6.6,8.3
130,울진,2021-01-05,4.8,8.8
130,울진,2021-01-06,2.3,11.1
130,울진,2021-01-07,-5.1,16.5
130,울진,2021-01-08,-4,12.4
130,울진,2021-01-09,-2,15
130,울진,2021-01-10,2.9,11.7
130,울진,2021-01-11,1,7.8
130,울진,2021-01-12,4.8,8
130,울진,2021-01-13,10,11.6
130,울진,2021-01-14,9.5,5.5
130,울진,2021-01-15,15.7,14.3
130,울진,2021-01-16,8.5,8.1
130,울진,2021-01-17,3.2,9.5
130,울진,2021-01-18,3.5,10.4
130,울진,2021-01-19,1.1,5.5
130,울진,2021-01-20,11,6.5
130,울진,2021-01-21,11.8,7.8
130,울진,2021-01-22,12.6,7
130,울진,2021-01-23,7.6,9.2
130,울진,2021-01-24,8.8,8.3
130,울진,2021-01-25,9.9,4.5
130,울진,2021-01-26,8.9,8
130,울진,2021-01-27,7.8,8.2
130,울진,2021-01-28,9.5,14.6
130,울진,2021-01-29,1.9,12.2
130,울진,2021-01-30,7.3,9.5
130,울진,2021-01-31,10.1,6.9
130,울진,2021-02-01,13,9.7
130,울진,2021-02-02,6.2,9.3
130,울진,2021-02-03,3.1,7
130,울진,2021-02-04,8.4,8.1
130,울진,2021-02-05,10.1,10.6
130,울진,2021-02-06,13.9,8.6
130,울진,2021-02-07,9.3,7.4
130,울진,2021-02-08,5.6,10.9
130,울진,2021-02-09,5,7.8
130,울진,2021-02-10,12.3,8.5
130,울진,2021-02-11,11.6,6
130,울진,2021-02-12,13.4,6.6
130,울진,2021-02-13,12.9,5
130,울진,2021-02-14,19.2,7.5
130,울진,2021-02-15,12.1,16.7
130,울진,2021-02-16,4,11.3
130,울진,2021-02-17,-.7,13.5
130,울진,2021-02-18,.9,7.1
130,울진,2021-02-19,13.2,13.5
130,울진,2021-02-20,20,10.7
130,울진,2021-02-21,24,9.6
130,울진,2021-02-22,11.5,8
130,울진,2021-02-23,6.7,10.6
130,울진,2021-02-24,7.6,7.1
130,울진,2021-02-25,11.5,6
130,울진,2021-02-26,10.3,6.6
130,울진,2021-02-27,8,9.6
130,울진,2021-02-28,14.2,6.9
130,울진,2021-03-01,12.4,15.6
130,울진,2021-03-02,3.1,11.3
130,울진,2021-03-03,8.4,5.7
130,울진,2021-03-04,11.9,8.4
130,울진,2021-03-05,13.9,6
130,울진,2021-03-06,9.8,12.5
130,울진,2021-03-07,6,5.3
130,울진,2021-03-08,9.7,5.4
130,울진,2021-03-09,13,6.4
130,울진,2021-03-10,9.8,9.5
130,울진,2021-03-11,15.1,5.6
130,울진,2021-03-12,13.4,10.9
130,울진,2021-03-13,10.8,11.1
130,울진,2021-03-14,13.3,4.2
130,울진,2021-03-15,18.8,6.2
130,울진,2021-03-16,18.9,6.9
130,울진,2021-03-17,12.7,6.2
130,울진,2021-03-18,10.7,6.3
130,울진,2021-03-19,11.9,5.6
130,울진,2021-03-20,9.8,7.4
130,울진,2021-03-21,13.6,11.2
130,울진,2021-03-22,13.2,9.9
130,울진,2021-03-23,20,9.7
130,울진,2021-03-24,20.2,9.7
130,울진,2021-03-25,17.1,7
130,울진,2021-03-26,16.7,5.3
130,울진,2021-03-27,15,7.8
130,울진,2021-03-28,17.2,12.2
130,울진,2021-03-29,20.4,9.1
130,울진,2021-03-30,15.6,5.6
130,울진,2021-03-31,14.6,5.1
130,울진,2021-04-01,15.2,4.9
130,울진,2021-04-02,14.3,5.2
130,울진,2021-04-03,14.7,11
130,울진,2021-04-04,10.5,12.8
130,울진,2021-04-05,14.4,9
130,울진,2021-04-06,15.2,5.7
130,울진,2021-04-07,15.8,8.2
130,울진,2021-04-08,14.3,9.5
130,울진,2021-04-09,11.3,10.9
130,울진,2021-04-10,12.7,6.7
130,울진,2021-04-11,15.5,6
130,울진,2021-04-12,17.5,7.9
130,울진,2021-04-13,21.1,9.4
130,울진,2021-04-14,12.3,8.9
130,울진,2021-04-15,15.7,6.1
130,울진,2021-04-16,21.7,11.1
130,울진,2021-04-17,16.7,11.2
130,울진,2021-04-18,14.4,9.7
130,울진,2021-04-19,25.9,9.8
130,울진,2021-04-20,24.5,8
130,울진,2021-04-21,17.6,4.7
130,울진,2021-04-22,17.9,5.7
130,울진,2021-04-23,16.4,8.4
130,울진,2021-04-24,16.1,6.9
130,울진,2021-04-25,14.7,11.2
130,울진,2021-04-26,14.9,6.3
130,울진,2021-04-27,17.8,6.4
130,울진,2021-04-28,24.5,9.3
130,울진,2021-04-29,15.6,8.5
130,울진,2021-04-30,19.3,11.3
130,울진,2021-05-01,11.4,5.4
130,울진,2021-05-02,17,12
130,울진,2021-05-03,23.8,7.8
130,울진,2021-05-04,23.8,9.7
130,울진,2021-05-05,22.8,10.9
130,울진,2021-05-06,23.8,7.9
130,울진,2021-05-07,25.8,15.5
130,울진,2021-05-08,26.2,11.9
130,울진,2021-05-09,24.4,13.7
130,울진,2021-05-10,16,7.3
130,울진,2021-05-11,17.7,3.5
130,울진,2021-05-12,17.8,3.7
130,울진,2021-05-13,17.8,5.5
130,울진,2021-05-14,18,5.2
130,울진,2021-05-15,17.2,4
130,울진,2021-05-16,16.5,12.3
130,울진,2021-05-17,14.7,6.6
130,울진,2021-05-18,17.4,4.4
130,울진,2021-05-19,26.4,5.5
130,울진,2021-05-20,19.6,5.3
130,울진,2021-05-21,18.8,8.7
130,울진,2021-05-22,27.1,6.4
130,울진,2021-05-23,28.5,6.2
130,울진,2021-05-24,25.5,7.3
130,울진,2021-05-25,21.6,11.4
130,울진,2021-05-26,21,6.3
130,울진,2021-05-27,22.4,8.5
130,울진,2021-05-28,19,11.6
130,울진,2021-05-29,18.7,6.3
130,울진,2021-05-30,21.1,3.7
130,울진,2021-05-31,19.7,5
130,울진,2021-06-01,19.7,6.9
130,울진,2021-06-02,21.3,6.6
130,울진,2021-06-03,23,10.2
130,울진,2021-06-04,26.3,9.1
130,울진,2021-06-05,29,9.7
130,울진,2021-06-06,27.2,6.9
130,울진,2021-06-07,27.1,5.9
130,울진,2021-06-08,26.8,6.4
130,울진,2021-06-09,20.6,4.3
130,울진,2021-06-10,21.5,6.1
130,울진,2021-06-11,23.7,7
130,울진,2021-06-12,24.7,4.9
130,울진,2021-06-13,21.4,3.7
130,울진,2021-06-14,23.3,5.2
130,울진,2021-06-15,21.1,7.3
130,울진,2021-06-16,19,7.3
130,울진,2021-06-17,19.7,4.3
130,울진,2021-06-18,28,7.3
130,울진,2021-06-19,26.2,6.5
130,울진,2021-06-20,24.2,6.5
130,울진,2021-06-21,24,10.8
130,울진,2021-06-22,19.6,4.3
130,울진,2021-06-23,20.2,3.6
130,울진,2021-06-24,22.5,5.1
130,울진,2021-06-25,22.9,4.2
130,울진,2021-06-26,25.2,5.1
130,울진,2021-06-27,23.8,5
130,울진,2021-06-28,24.8,4.9
130,울진,2021-06-29,24,4.5
130,울진,2021-06-30,22.8,3.7
130,울진,2021-07-01,24.2,3.7
130,울진,2021-07-02,24.3,6.7
130,울진,2021-07-03,22.9,7.2
130,울진,2021-07-04,28.9,6.9
130,울진,2021-07-05,29,5.9
130,울진,2021-07-06,27,5.1
130,울진,2021-07-07,24.5,5
130,울진,2021-07-08,25.3,5.3
130,울진,2021-07-09,25.2,3.7
130,울진,2021-07-10,24.2,5.2
130,울진,2021-07-11,32.5,6.7
130,울진,2021-07-12,30.7,4.1
130,울진,2021-07-13,27.4,5.1
130,울진,2021-07-14,27.6,3.4
130,울진,2021-07-15,28.6,3.8
130,울진,2021-07-16,28.2,4.9
130,울진,2021-07-17,27.6,4
130,울진,2021-07-18,28.3,4.2
130,울진,2021-07-19,28.2,3.7
130,울진,2021-07-20,29.4,4.4
130,울진,2021-07-21,29.6,4.6
130,울진,2021-07-22,29.4,4.5
130,울진,2021-07-23,28.9,4.4
130,울진,2021-07-24,28.6,4.2
130,울진,2021-07-25,29.2,4.2
130,울진,2021-07-26,29.2,3.8
130,울진,2021-07-27,30,5.6
130,울진,2021-07-28,30.5,5.6
130,울진,2021-07-29,30.4,4.1
130,울진,2021-07-30,31.4,3.5
130,울진,2021-07-31,30.6,4.7
130,울진,2021-08-01,29.5,3.7
130,울진,2021-08-02,29.9,4.9
130,울진,2021-08-03,30.2,4.7
130,울진,2021-08-04,30.4,5.7
130,울진,2021-08-05,31.9,5
130,울진,2021-08-06,30.8,4.3
130,울진,2021-08-07,30.6,5.4
130,울진,2021-08-08,29.7,10.7
130,울진,2021-08-09,28.3,13
130,울진,2021-08-10,26.9,4.7
130,울진,2021-08-11,28.1,5
130,울진,2021-08-12,28.3,5.6
130,울진,2021-08-13,27.8,6.1
130,울진,2021-08-14,24.1,8.8
130,울진,2021-08-15,22.8,6.1
130,울진,2021-08-16,26.7,5
130,울진,2021-08-17,25,7
130,울진,2021-08-18,26.1,8
130,울진,2021-08-19,23.9,9
130,울진,2021-08-20,26.7,4.9
130,울진,2021-08-21,25.6,6.9
130,울진,2021-08-22,26,6
130,울진,2021-08-23,25.9,5
130,울진,2021-08-24,26.6,10.1
130,울진,2021-08-25,27.1,6.9
130,울진,2021-08-26,28.2,5.2
130,울진,2021-08-27,27.6,4.8
130,울진,2021-08-28,28.5,6.5
130,울진,2021-08-29,26.1,4.6
130,울진,2021-08-30,27.4,3.7
130,울진,2021-08-31,26.4,7.7
130,울진,2021-09-01,22.1,6.9
130,울진,2021-09-02,25.4,6.3
130,울진,2021-09-03,26.6,6.1
130,울진,2021-09-04,25.5,8.8
130,울진,2021-09-05,26.2,7.6
130,울진,2021-09-06,24.3,7.6
130,울진,2021-09-07,23.4,5.4
130,울진,2021-09-08,24.9,7
130,울진,2021-09-09,26,4.2
130,울진,2021-09-10,26.7,4.8
130,울진,2021-09-11,28.8,4.9
130,울진,2021-09-12,26.8,6.4
130,울진,2021-09-13,24.8,6.5
130,울진,2021-09-14,24.1,6.3
130,울진,2021-09-15,24.7,7.5
130,울진,2021-09-16,25.1,4
130,울진,2021-09-17,20.7,8.1
130,울진,2021-09-18,25.4,8.1
130,울진,2021-09-19,24.3,4.8
130,울진,2021-09-20,25.2,5
130,울진,2021-09-21,26.8,6.8
130,울진,2021-09-22,27.9,9.6
130,울진,2021-09-23,27.4,10.1
130,울진,2021-09-24,24,6.4
130,울진,2021-09-25,22.9,9.7
130,울진,2021-09-26,24.4,5.9
130,울진,2021-09-27,23.8,5.6
130,울진,2021-09-28,23.3,4.6
130,울진,2021-09-29,26.1,9.4
130,울진,2021-09-30,23.8,5.2
130,울진,2021-10-01,24.2,7.6
130,울진,2021-10-02,24.6,8.5
130,울진,2021-10-03,26.8,7.4
130,울진,2021-10-04,28.6,8.3
130,울진,2021-10-05,28.2,11.2
130,울진,2021-10-06,20.1,11.8
130,울진,2021-10-07,27.3,8
130,울진,2021-10-08,19.6,5.6
130,울진,2021-10-09,23,11.9
130,울진,2021-10-10,28.1,6.7
130,울진,2021-10-11,24.1,12.1
130,울진,2021-10-12,18.2,9.8
130,울진,2021-10-13,18.9,5.8
130,울진,2021-10-14,24.8,5.7
130,울진,2021-10-15,19.2,11.5
130,울진,2021-10-16,17,10.5
130,울진,2021-10-17,12.7,13.1
130,울진,2021-10-18,17.1,7.9
130,울진,2021-10-19,17.8,15
130,울진,2021-10-20,15.4,8.3
130,울진,2021-10-21,16.2,8.8
130,울진,2021-10-22,15.8,12.9
130,울진,2021-10-23,17.1,7.5
130,울진,2021-10-24,20.7,6.6
130,울진,2021-10-25,18.8,5.5
130,울진,2021-10-26,20.2,6.1
130,울진,2021-10-27,20.6,7.9
130,울진,2021-10-28,20.6,11.3
130,울진,2021-10-29,17.6,8.5
130,울진,2021-10-30,19.2,6.8
130,울진,2021-10-31,19.9,4.9
130,울진,2021-11-01,20.3,6.4
130,울진,2021-11-02,18.6,11.8
130,울진,2021-11-03,18,5.9
130,울진,2021-11-04,18.8,4.1
130,울진,2021-11-05,19.7,5.4
130,울진,2021-11-06,19.7,8.2
130,울진,2021-11-07,18.5,10.5
130,울진,2021-11-08,19.7,13
130,울진,2021-11-09,12,9.2
130,울진,2021-11-10,11,15.2
130,울진,2021-11-11,12.8,12.3
130,울진,2021-11-12,12.1,11.3
130,울진,2021-11-13,16.4,8.1
130,울진,2021-11-14,17.9,8.2
130,울진,2021-11-15,16.3,7.1
130,울진,2021-11-16,16.1,6.6
130,울진,2021-11-17,15.4,5.3
130,울진,2021-11-18,19.3,8.5
130,울진,2021-11-19,21.2,7.9
130,울진,2021-11-20,16.8,6.2
130,울진,2021-11-21,18.7,6.6
130,울진,2021-11-22,14.4,15.9
130,울진,2021-11-23,8,17.4
130,울진,2021-11-24,10.4,14.2
130,울진,2021-11-25,15.5,9.2
130,울진,2021-11-26,13.2,16.3
130,울진,2021-11-27,10.9,8.2
130,울진,2021-11-28,16.5,8.2
130,울진,2021-11-29,16.5,8.5
130,울진,2021-11-30,12.6,14.4
130,울진,2021-12-01,5.8,18
130,울진,2021-12-02,9.5,10.1
130,울진,2021-12-03,11,12.9
130,울진,2021-12-04,9.8,10.6
130,울진,2021-12-05,11.4,6.2
130,울진,2021-12-06,13.5,7.7
130,울진,2021-12-07,14.6,13.3
130,울진,2021-12-08,11.8,7
130,울진,2021-12-09,13.5,5.1
130,울진,2021-12-10,15.6,9.1
130,울진,2021-12-11,15.7,8.9
130,울진,2021-12-12,12.7,10.1
